quest169a,give: trophy item!,,Complete Questbook,Ribbit
Dialogue,"There are several NPCs in the game - see the 'LORE' tab and related story document to get an idea of the overarching story and the characters in it.  The lines that are the 'player' have been marked, these are a neutral tone vs the characters who might have more flavorfull speaking styles.",,,Ribbit
npc0_name,rana,xx,Rahna,Ribbit
npc0_1,intro,xx,"MUDBORNE, IT IS TIME TO WAKE UP",Ribbit
npc0_1_1,,,WE HAVE BEEN HIBERNATING FOR TOO LONG AND NOW WE ARE TRAPPED,Ribbit
npc0_1_2,,,RESTORE THE POND SO THAT WE CAN RETURN,Ribbit
npc0_1_3,,,TAKE THIS TO GUIDE YOU...,Ribbit
npc0_2_1,first dream,,I AM PLEASED TO SEE YOU SURVIVED THE RESPAWNING,Ribbit
npc0_2_2,,,THE GUIDE I GAVE YOU SHOULD SET YOU ON THE RIGHT PATH,Ribbit
npc0_2_3,,,YOU HAVE A LONG JOURNEY AHEAD BUT I BELIEVE IN YOU,Ribbit
npc0_2_4,,,START BY RESTORING THE LOST FROGS AND THE REST WILL FOLLOW,Ribbit
npc0_3_1,new frog found,,YOU HAVE TAKEN THE FIRST STEP IN RESTORING WHAT WE HAVE LOST,Ribbit
npc0_3_2,,,YOUR SMALLER SIBLINGS ARE THE KEYS TO TRAVERSING THIS WORLD,Ribbit
npc0_3_3,,,THE POOLS WILL GRANT YOU FREEDOM TO MOVE THROUGH THE DREAM,Ribbit
npc0_4_1,gone to dream,,THE POOLS GRANT YOU FREEDOM TO MOVE THROUGH BOTH WORLDS,Ribbit
npc0_4_2,,,THERE ARE LOTS OF FORGOTTEN PLACES THAT STILL EXIST HERE IN MEMORY,Ribbit
npc0_4_3,,,HEAD TO THE NORTHERN POOL TO CONTINUE YOUR JOURNEY,Ribbit
npc0_5_1,central junction,xx,I CAN SENSE YOUR PRESENCE CLOSE TO ME HERE,Ribbit
npc0_5_2,,xx,YET THERE IS STILL MUCH TO BE DONE TO HELP BRING US BACK,Ribbit
npc0_5_3,,xx,TALK TO THE HISTORIAN AND LET THEM GUIDE YOU ON YOUR TASK,Ribbit
npc0_6_1,cleaned kindergarten,xx,WITHOUT THE CARETAKERS THE POND HAD STARTED TO FALL APART,Ribbit
npc0_6_2,,xx,CLEARING THE BLOOMS WILL HELP US RESTART THE KINDERGARTEN,Ribbit
npc0_6_3,,xx,WE WILL NEED MANY NEW FROGLETS TO REPLACE THOSE WHO WERE LOST,Ribbit
npc0_7_1,drained residential,xx,WITH NO FROGS TO BALANCE THE WATERS OUR HOUSES WERE FLOODED,Ribbit
npc0_7_2,,xx,OUR PLANS FOR EXPANSION WOULD HAVE HAD TO BE PUT ON HOLD,Ribbit
npc0_7_3,,xx,THANKS TO YOU THE HIBERNATORS WILL HAVE PLACES TO CALL HOME AGAIN,Ribbit
npc0_8_1,restored climate,xx,OUR CONTROL ON THE CLIMATE IN THE NORTH IS TENUOUS AT BEST,Ribbit
npc0_8_2,,xx,AT LEAST NOW WE CAN CONTINUE OUR HOLD ON IT A LITTLE BIT LONGER,Ribbit
npc0_8_3,,,PERHAPS THE STORM WAS PAYBACK FOR OUR ATTEMPTS TO CONTROL IT,Ribbit
npc0_9_1,met dumeril,,I AM GLAD TO ONCE AGAIN FEEL THE PRESENCE OF THE SCIENTIST,Ribbit
npc0_9_2,,,I HAD THOUGHT THAT HE HAD BEEN LOST TO THE STORM LIKE SO MANY OTHERS,Ribbit
npc0_9_3,,,LET HIM GUIDE YOU ON THE PATH TO BRING US ALL BACK FROM THE DREAM,Ribbit
npc0_10_1,ready to open,,I FEEL THE PRESSURE BUILDING NOW THE POOL HAS BEEN RESET,Ribbit
npc0_10_2,,,SOON WE WILL BE ABLE TO BE REUNITED WITH ALL OF YOU IN THE WAKING WORLD,Ribbit
npc0_10_3,,,YOU ARE SO CLOSE NOW DO NOT GIVE UP,Ribbit
npc0_11_1,opened,,THANK YOU FOR OPENING THE WAY AND LETTING US RETURN,Ribbit
npc0_11_2,,,I AM GRATEFUL TO BE CONNECTED TO THE WAKING WORLD ONCE MORE,Ribbit
npc0_11_3,,,LET US FINALLY MEET FACE TO FACE INSIDE THE GREAT TEMPLE,Ribbit
npc1_name,"neutral, normal",,Hopert,Ribbit
npc1_tooltip,,,"Hello, what can I do for you today?",Ribbit
npc1_greeting1,"greeting, {{NAME}} is a merge field keep as written",,Hello {{NAME}},Ribbit
npc1_greeting2,def. dialogue,,What can I do for you today?,Ribbit
npc1_action1,option 1,,I'd like to trade,Ribbit
npc1_action2,option 2,,I have some questions,Ribbit
npc1_1_1,intro,,Hey! How're you feeling? The name's Hopert!,Ribbit
npc1_1_2,,,"I brought you here once you respawned. Pulling you out the mud took it out of me, I'm not quite the froglet I used to be!",Ribbit
npc1_1_3,,,"The Pondmother told me you'd be coming, said you'll be able to help us out in restoring this place?",Ribbit
npc1_1_4,,,"I'm a carpenter, trained at the guild and everything! Anything you need, I can make it, just bring me the raw materials and I'll do the rest.",Ribbit
npc1_1_5,,,"I can also get you up to speed on everything I know, respawning isn't great on the memory but you'll get it back in no time.",Ribbit
npc1_1_6,,,"Anything else you need let me know, otherwise I'll let you hop to it!",Ribbit
npc1_2,what doin,,What are you doing here?,Ribbit
npc1_2_1,,,I'm part of the team sent to this research pond after we didn't hear back for a while. Seems to have been a pretty bad winter that took you all off guard.,Ribbit
npc1_2_2,,,"Originally we were here on a salvage mission until your Pondmother reached out in our dreams, she'd managed to get a lot of frogs into torpor but it took a lot out of her.",Ribbit
npc1_2_3,,,"Respawning you probably took all her remaining energy, but she can rest easy now you're here to get things back on track.",Ribbit
npc1_3,who,,Who else is in the team?,Ribbit
npc1_3_1,,,"There's myself, a mycologist, a historian and an engineer. I set up down here in the spawning pools in the previous carpenter's shack, saved bringing all my tools!",Ribbit
npc1_3_2,,,"The mycologist went to the kindergarten in the west, it's been overgrown with some sort of algae that they're trying to remove. ",Ribbit
npc1_3_3,,,The historian headed up to the central junction to get a headstart on preparations for bringing the Pondmother back through.,Ribbit
npc1_3_4,,,The engineer went to the habitats to the east. There's been some flooding to the area and we want to repair it before we respawn everyone else.,Ribbit
npc1_3_5,,,Now that you're here as our geneticist that makes it 5! We could be the Frog Force 5! No? That's fair enough.,Ribbit
npc1_4,sidequest,,Can I help you with anything?,Ribbit
npc1_4_1,,,"Actually there is! That ladder over there leads to a loft, seems like there's some stuff stored up there.",Ribbit
npc1_4_2,,,"However it needs a key and I didn't manage to find it as I was clearing the place out, if you come across it could you bring it to me?",Ribbit
npc1_4_3,,,Also if you come across any blueprints bring them here and I'll be able to make them for you!,Ribbit
npc1_4b_1,,,"Now that you found that loft key I'll be all set for a while, thanks again for bringing it to me!",Ribbit
npc1_4b_2,,,"However if you do come across any blueprints, you can give them to me and I'll be able to make them for you!",Ribbit
npc1_5,quest done!,,I found the loft key!,Ribbit
npc1_5_1,,,"Ah great job, thank you so much! I was hoping it'd still be lying around somewhere.",Ribbit
npc1_5_2,,,"I'll have a proper look later on and try organising the mess, feel free to take anything that might be useful to you up there!",Ribbit
npc1_6,bugs,,Eaten any nice bugs recently?,Ribbit
npc1_6_1,,,"Now that you mention it, there's some very salty dracoflies around here! Far nicer than the stuff we have down south, but you have to brave the rain to find them.",Ribbit
npc1_6_2,,,"I also saw some butterflies the other day when things cleared up, but they looked far too sweet for my tastes, I'm more a savoury frog!",Ribbit
npc1_7,blueprints,,I found a blueprint!,Ribbit
npc1_7_1,blueprint breeder,,Excellent work! These blueprints are still in great condition. Seems to be for a machine to create large amounts of tadpoles and frogspawn for a species?,Ribbit
npc1_7_2,,,I'll add it to my inventory for the next time we trade!,Ribbit
npc1_8,blueprints,,I found a blueprint!,Ribbit
npc1_8_1,blueprint predictor,,Fantastic! It always makes my day to learn something new. Looks to be for a special prediction machine to try different genetic combinations out.,Ribbit
npc1_8_2,,,I'll add it to my inventory for the next time we trade!,Ribbit
npc1_9,blueprints,,I found a blueprint!,Ribbit
npc1_9_1,blueprint analyser,,Amazing! I'd heard of these machines but haven't come across them yet. They let you divine the previous generations for any frog along with their traits.,Ribbit
npc1_9_2,,,I'll add it to my inventory for the next time we trade!,Ribbit
npc1_10,blueprints,,I found a blueprint!,Ribbit
npc1_10_1,blueprint projector,,Nice job! They're a bit tattered but I can make out most of it. Looks like it's for a workstation to plan out hybrid mushrooms effects.,Ribbit
npc1_10_2,blueprint line 2,,I'll add it to my inventory for the next time we trade!,Ribbit
npc1_11,blueprints,,I found a blueprint!,Ribbit
npc1_11_1,blueprint bug trap,,Good work! Seems like it's for a machine to trap bugs automatically - takes a bit of the fun out of catching them no?,Ribbit
npc1_11_2,blueprint line 2,,I'll add it to my inventory for the next time we trade!,Ribbit
npc1_12,blueprints,,I found a blueprint!,Ribbit
npc1_12_1,blueprint farmer,,Excellent job! I can just about make out the designs here. Seems to be a way to grow renewable resources whereever you need them.,Ribbit
npc1_12_2,,,I'll add it to my inventory for the next time we trade!,Ribbit
npc1_13,sidequest done,,Can I help you with anything?,Ribbit
npc1_13_1,,,I think that finally I have no more jobs for you! What a relief eh?,Ribbit
npc1_13_2,,,I checked against the other carpenter's notes and doesn't seem like they had any more blueprints recorded so I'd say that's everything now.,Ribbit
npc1_13_3,,,"Thanks for finding them all, it's always nice to learn new things - helps keep an old frog young!",Ribbit
npc2_name,"scientist, formal",,Ribbert,Ribbit
npc2_tooltip,,,Heya! How ya gettin' on today?,Ribbit
npc2_greeting1,greeting,,Heya {{NAME}}!,Ribbit
npc2_greeting2,def. dialogue,,What a delightfully damp day! How can I help ya?,Ribbit
npc2_action1,option 1,,I'd like to trade,Ribbit
npc2_action2,option 2,,I have some questions,Ribbit
npc2_1_1,intro,,"Oh! Mudborne! Sorry, I didn't see you there! Please excuse the mess.",Ribbit
npc2_1_2,,,"Welcome to the Kindergarten, the region responsible for all the food needs for the pond, as well as for raising frogs and mycelia research.",Ribbit
npc2_1_3,,,Unfortunately the rich nutrients kept in the water for the tadpoles has led to some large algae blooms that have grown unchecked this whole time.,Ribbit
npc2_1_4,,,"Dendro said you're looking for a seal? I have to admit I've not heard of it, but I am still in training so, I have a lot to learn!",Ribbit
npc2_1_5,,,"There are some older relics up north, I haven't been able to get up there myself yet but that might be what you're looking for.",Ribbit
npc2_1_6,,,"You can get there via the service lifts, however a couple of them have been taken down for maintenance so you'll need to get some spare lift buckets to use them.",Ribbit
npc2_1_7,,,The temporary dock above us should have a spare bucket - I imagine you'd find some in the maintenance shed and up by the apiary too.,Ribbit
npc2_1_8,give quest10,,"Start with dock first, I'll trade you for some filters that you can use to clear the algae!",Ribbit
npc2_2,"question1, what doing",,What's your job here?,Ribbit
npc2_2_1,,,As the mycologist of the team I was originally responsible for gathering any unique specimens from this pond as well as recovering the research done here.,Ribbit
npc2_2_2,,,"With you here that'll still be my job, but with the added bonus of helping you bring this place back to life!",Ribbit
npc2_2_3,,,"Pond 7 was always at the cutting edge of all research fields, so I'm very grateful for the opportunity to learn more about the botany they've been doing here.",Ribbit
npc2_2_4,,,"I wasn't the first choice for the recovery team, the original mycologist had to drop out, but I promise I won't let you down!",Ribbit
npc2_2_5,,,When you're not knee-deep in algae I'd love for you to help me with recovering some of that research! ,Ribbit
npc2_3,"question2, hybrid",,You mentioned recovering research?,Ribbit
npc2_3_1,,,"Ah yes, if you have the time I'd very much appreciate it!",Ribbit
npc2_3_2,,,"There's a lot of research that was being done here, but in particular I'm curious to see these hybrid mushrooms I've heard about, they sound fascinating.",Ribbit
npc2_3_3,,A,"According to the map, there's a laboratory out west that was focusing on hybridising spores - combining two different mushrooms together into one species.",Ribbit
npc2_3_4,give quest11,,If you can find the laboratory and bring me back the research I might be able to recover the processes for you to use yourself.,Ribbit
npc2_4,I found the hybrid research!,,I found the hybrid mushroom research!,Ribbit
npc2_4_1,,,"Oh excellent work {{NAME}}, this is just what I was looking for.",Ribbit
npc2_4_2,,,"Now I have this I'll be able to look into making the equipment they were using to create hybrid mushrooms, which will let you make your own.",Ribbit
npc2_4_3,,,Next time you want to trade I'll add them to my stock.,Ribbit
npc2_5,"question3, can i help",,Anything else I can help with?,Ribbit
npc2_5_1,,,"Well, I don't want to add even more to your already overflowing plate but, if it's not too much to ask I do have one more thing!",Ribbit
npc2_5_2,,,When I was first exploring I saw a bunch of small stagnant water pools - intentionally created by the looks of it. ,Ribbit
npc2_5_3,,,"I'm curious to know what they were doing with them, to my knowledge pretty much most creatures can't stand stagnant water.",Ribbit
npc2_5_4,,,"If you find any information or research on these pools, please let me know!",Ribbit
npc2_6,I found the stagnant pool research!,,I found some notes on the stagnant pools!,Ribbit
npc2_6_1,,,"Oh you did? That's wonderful news, thank you so much! Let's have a look at it...",Ribbit
npc2_6_2,,,"Ah this is very interesting, seems like they found a couple of different species of mushrooms that have adapted to the stagnant waters.",Ribbit
npc2_6_3,,,It also looks like they found a way to localise the stagnation using high odour frogs - I think I should be able to replicate the machine they were using to let you make your own stagnant pools!,Ribbit
npc2_6_4,,,The next time you want to trade for equipment I'll add them to my inventory!,Ribbit
npc2_7,"question3, can i help, done",,Anything else I can help with?,Ribbit
npc2_7_1,,,Honestly I think you've done everything I wanted to do here and then some - I'm truly honoured to have been able to work beside you.,Ribbit
npc2_7_2,,,"I'm going to continue working through the research here, and get the place ready for when you bring everyone back, can't have them coming back to a messy house!",Ribbit
npc2_8,question4 any bugs,,Eaten any nice bugs recently?,Ribbit
npc2_8_1,,,"There's some great pickings around here! I definitely recommend the crickets that sing from the shrubs at night - very salty and moreish, tough to catch though.",Ribbit
npc2_8_2,,,"I've heard that the bees up by the apiary are good if you like spicy bugs, but best not let the keepers catch you eating them when they're out of hibernation or there'll be hell to pay.",Ribbit
npc2_9,"question2, hybrid done",,Any more missing research?,Ribbit
npc2_9_1,,,"I think that covers all the research I was told about, thanks so much again for helping me find it.",Ribbit
npc2_9_2,,,It's been so wonderful to learn about all the stuff they were working on here. Maybe one day after I finish my training I can put in a transfer request...,Ribbit
npc2_9_3,,,Let me know if you need anything else from me!,Ribbit
npc3_name,talks like me dad innit,,Kroaka,Ribbit
npc3_tooltip,,,"Alright, 'ow's it goin'?",Ribbit
npc3_greeting1,,,Ello {{NAME}}!,Ribbit
npc3_greeting2,,,How ya gettin' on?,Ribbit
npc3_action1,,,I'd like to trade,Ribbit
npc3_action2,,,I have some questions,Ribbit
npc3_1_1,intro,,"Alright {{NAME}}, how ya gettin' on?",Ribbit
npc3_1_2,,,Dendro said ye'd be comin' to help me out with the lil floodin' problem we got round 'ere.,Ribbit
npc3_1_3,,,No good bringin' back all the frogs in torpa' if they ain't got nowhere warm an' dry to stay!,Ribbit
npc3_1_4,,,"First we'll need to get the pumps reactivated, and by we, I of course mean ye.",Ribbit
npc3_1_5,dont use double quotes pls it breaks my sheet,,"I've then got meself some blueprints for a 'Draina', which should help ye clear out the flooded houses round 'ere to get to the pumps.",Ribbit
npc3_1_6,,,"It's one of them fancypants croakwork machine, they use the power of a frog's ribbit to run, the louda the better.",Ribbit
npc3_1_7,give quest12 + quest13?,,So first we better get ye the right frogs for the job eh?,Ribbit
npc3_2,"question1, what doin",,What's your role in the team?,Ribbit
npc3_2_1,,,"I'm the engineer of the gang, if it's made o' metal or stone then I'm ya frog.",Ribbit
npc3_2_2,,,"First and foremost I was makin' sure everything was safe and sturdy, which, job done.",Ribbit
npc3_2_3,,,"Ye can thank me for none of those buildings collapsin' on ye, and those fancy bridges too.",Ribbit
npc3_2_4,,,"Then I was to get hold of any engineerin' plans the boffins were workin' on here, which, two fer two also done. I aint nuffin' if not efficient.",Ribbit
npc3_2_5,,,"However I don't 'ave enough of the raw material needed to make a lot of the machines, which is where ye come in, thanks for volunteerin'",Ribbit
npc3_2_6,,,"Now ya 'ere I'll just be on standby to help ye however I can, just gimme a shout!",Ribbit
npc3_3,"question2, croakwork",,Can you tell me more about croakwork?,Ribbit
npc3_3_1,,,That Dumeril lad certainly knew how to pick his staff I tell ye that. The stuff they done here is beyond anythin' I ever seen.,Ribbit
npc3_3_2,,,"Croakwork is fancy stuff, a whole bunch of machines all powered by sound! Put a noisy frog in and watch it go.",Ribbit
npc3_3_3,dont use double quotes pls it breaks my sheet,,"It's all thanks to that 'ribbidium' stuff they found. Beats buildin' fings outta wood, tho don't tell Hopert I said as much hoho!",Ribbit
npc3_3_4,,,I might not know much on 'ow it works exactly but I can read the plans I found 'ere just fine.,Ribbit
npc3_3_5,,,Ye bring me any of that metal and I can make ye some of 'em.,Ribbit
npc3_4,"question3, ask about seal?",,I'm looking for a seal?,Ribbit
npc3_4_1,,,"Hmm a seal is it? Don't fink I've 'eard of one of those, outside the seals on the pipes round here that keep breakin' hoho!",Ribbit
npc3_4_2,,,"I've been all over this place the last few days, ain't seen anything outta the ordinary.",Ribbit
npc3_4_3,,,"Sayin' that though, cos of all that flooding I ain't been able to get much further into the construction site.",Ribbit
npc3_4_4,,,"If there's anyfin' like what ye after I imagine it'll be somewhere around those quarries, lot of old islands round there.",Ribbit
npc3_5,"question4, any bugs",,Eaten any nice bugs recently?,Ribbit
npc3_5_1,,,"I tell ye what, as a bit of a conny sor meself, it's a bit lackin' round this area, I been gettin' the rest of the gang to bring me stuff.",Ribbit
npc3_5_2,,,"There's these ladybugs that come outta the bushes at dawn, but they're so tiny it ain't even worth the energy to catch 'em.",Ribbit
npc3_5_3,,,I did get 'old of some of the moths that like the dream lanterns but they had a funny taste to 'em.,Ribbit
npc3_5_4,,,Ye find me any good bugs and I'll happily trade ya something good for 'em,Ribbit
npc3_6,"metal1, masher",,I found some ribbidium!,Ribbit
npc3_6_1,,,"Great stuff, I can make ye somefin' new. I think ye will like this one, it's a machine that grinds down mushrooms for ye!",Ribbit
npc3_6_2,,,Next time we trade I'll add it to me shop,Ribbit
npc3_7,"metal2, harvester",,I found some ribbidium!,Ribbit
npc3_7_1,,,"Nice work mate, I can make ye somefin' new with that.",Ribbit
npc3_7_2,,,"This one is a machine that will grab any resources or mushrooms nearby, pretty darn handy I'd say.",Ribbit
npc3_7_3,,,Next time we trade I'll add it to me shop,Ribbit
npc3_8,"metal3, filler",,I found some ribbidium!,Ribbit
npc3_8_1,,,Good work! I can make ye somefin' new with this. This one let's ye fill up buckets with whatever liquid ye put it on.,Ribbit
npc3_8_2,,,Next time we trade I'll add it to me shop,Ribbit
npc3_9,"metal4, precipitator1",,I found some ribbidium!,Ribbit
npc3_9_1,,,"Great work mate, I can make ye something new with this.",Ribbit
npc3_9_2,,,"I 'ave to admit I don't really understand how, but the plans say this one let's ye control the rain? Seems a bit daft if ye ask me.",Ribbit
npc3_9_3,,,"If it's got some truth to it, then I'll 'ave to hold ye personally responsible next time I get caught out in the wet.",Ribbit
npc3_9_4,,,Next time we trade I'll add it to me shop,Ribbit
npc3_10,"metal5, precipitator2",,I found some ribbidium!,Ribbit
npc3_10_1,,,"Great stuff, I can make ye something new. This is like that other machine I made but the gubbins were different.",Ribbit
npc3_10_2,,,The plans seem to think it'll let you control the snow when used up north. Guess we'll always 'ave a white marshmas now eh hoho!,Ribbit
npc3_10_3,,,Next time we trade I'll add it to me shop,Ribbit
npc3_11,"question2, croakwork, all metal found",,Can you tell me more about croakwork?,Ribbit
npc3_11_1,same as npc3_3_1 above,,That Dumeril lad certainly knew how to pick his staff I tell ye that. The stuff they done here is beyond anythin' I ever seen.,Ribbit
npc3_11_2,same as npc3_3_2 above,,"Croakwork is fancy stuff, a whole bunch of machines all powered by sound! Put a noisy frog in and watch it go.",Ribbit
npc3_11_3,same as npc3_3_3 above,,"It's all thanks to that 'ribbidium' stuff they found. Beats buildin' fings outta wood, tho don't tell Hopert I said as much hoho!",Ribbit
npc3_11_4,same as npc3_3_4 above,,I might not know much on 'ow it works exactly but I can read the plans I found 'ere just fine.,Ribbit
npc3_11_5,different to npc3_3_5,,With all that metal ye found me I got plenty I can be makin' for ye!,Ribbit
npc3_12,"question3,found the seal",,I found the seal!,Ribbit
npc3_12_1,,,Ah got ye hands on what ye were after did ya?,Ribbit
npc3_12_2,,,"Bit odd that failsafe stuff is out the way ye'd think the ol' frogs woulda made things a bit easier for themselves, save all that walkin'.",Ribbit
npc3_12_3,,,"Thanks again for clearin' out those quarries, I can get started on gettin' them back into shape now.",Ribbit
npc3_12_4,,,If I can do anythin' else for ye just let me know alright?,Ribbit
npc4_name,"formal scientist, slow sentances, trails off",,Annura,Ribbit
npc4_tooltip,,,"Ah, hello Mudborne, how are you?",Ribbit
npc4_greeting1,,,Hello {{NAME}}!,Ribbit
npc4_greeting2,,,"Ah, hello Mudborne, how can I help you today?",Ribbit
npc4_action1,,,I'd like to trade,Ribbit
npc4_action2,,,I have some questions,Ribbit
npc4_1_1,intro,,Oh... what happened... where... oh! You're the one she sent aren't you?,Ribbit
npc4_1_2,,,"Forgive me, I've been in the dream far too long my head is very fuzzy... I remember that dire storm, then a bright blue flash, then running here.",Ribbit
npc4_1_3,,,While we were dreaming Rahna told me about a rescue team from Pond 1 arriving and that she'd be activating you but then she went quiet.,Ribbit
npc4_1_4,,,Guess that took out the rest of her energy to bring you here... but now you're here we can work to bring her and the survivors back.,Ribbit
npc4_1_5,,,"Saying that, I'm not quite sure what to do... I've never been in a situation where everything has shut down like this, what did the team say?",Ribbit
npc4_1_6,,,The old seals... really? I've heard Dumeril talk about them but I can't say I know how they work.,Ribbit
npc4_1_7,,,I know where it is but... the path has thawed out since the control center went haywire.,Ribbit
npc4_1_8,,,We'll need to get that back up and running first before you can get what you're after.,Ribbit
npc4_2,"question 1, what happened?",,What happened here?,Ribbit
npc4_2_1,,,"I'm sure you know about the winter storm that got us all into this mess by now, it definitely was the worst I've ever seen.",Ribbit
npc4_2_2,,,Rahna was struggling to get everyone respawned... I brought some of the staff up here to use the hibernator machines we store here.,Ribbit
npc4_2_3,,,As I started to head back down to the junction I saw a huge blue flash. The cold hit like a shockwave.,Ribbit
npc4_2_4,,,It was like nothing I've ever felt before. I barely had enough time to get myself into this machine.,Ribbit
npc4_2_5,,,We didn't get any new dreamers after that...,Ribbit
npc4_3,"question 2, can I help?",,Can I help you with anything?,Ribbit
npc4_3_1,,,I think I'm okay... I'll need to take some time to get back up to speed with everything.,Ribbit
npc4_3_2,,,"Although actually, thinking about it there's is some special gear in the inventory here that the caretakers use that might help you.",Ribbit
npc4_3_3,,,It's still locked down but if you can find any spare caretaker keycards I can unlock the items for you.,Ribbit
npc4_4,"question 3, how to get to the seal?",,How do I reach the seal?,Ribbit
npc4_4_1,,,So I'm afraid you've got a few hoops to hop through here...,Ribbit
npc4_4_2,,,"The control core usually regulates the temperatures up here, keeping our labs warm and the storage warehouses cold.",Ribbit
npc4_4_3,,,"It also connects to three main cooling domes, which keep some of the waters nearby frozen to give us more space to utilise.",Ribbit
npc4_4_4,,,With the system offline these waters have melted... it'll be impossible to get to one of the areas where the sealmaker should be.,Ribbit
npc4_4_5,,,Our portable cooler machines work great for shallower waters but they can't create ice on the deeper spots.,Ribbit
npc4_4_6,,,"Once you reboot the system you'll be able to get across to the area where the sealmaker should be, just follow the pipes up to the north-east.",Ribbit
npc4_4_7,,,"The area up there is pretty old though, you might have better luck traversing through the dream.",Ribbit
npc4_5,"question 4, bugs",,Any good bugs to eat here?,Ribbit
npc4_5_1,,,"There's some lovely blue beetles that come out of the mud during the day, bit of an acquired taste for some but I personally love them.",Ribbit
npc4_5_2,,,"There are also some really tasty butterflies that like the vines that grow on the buildings, but they only come out under the cover of snowfall.",Ribbit
npc4_6,,,I've found a keycard!,Ribbit
npc4_6_1,,,Ah wonderful news! Let's see... this one unlocks our hibernator storage.,Ribbit
npc4_6_2,,,They'll let you sleep until specific times or conditions... just set what you want to wait for and take a little nap.,Ribbit
npc4_6_3,,,I'll add them to my inventory next time we trade.,Ribbit
npc4_7,,,I've found a keycard!,Ribbit
npc4_7_1,,,Oh great work! Let me see... this one unlocks our alchemist storage.,Ribbit
npc4_7_2,,,"Alchemists are wonderful tools, they're like a cauldron except they can store unlimited powders inside them.",Ribbit
npc4_7_3,,,You can then pick from any of the powders to make your mud as normal.,Ribbit
npc4_7_4,,,I'll add them to my inventory next time we trade.,Ribbit
npc4_8,,,I've found a keycard!,Ribbit
npc4_8_1,,,"Ah excellent work! Let me have a look... ah, this one unlocks our multicrate storage.",Ribbit
npc4_8_2,,,"While similar to normal crates, these have seperate tabs, making it easier to organise all of your stuff.",Ribbit
npc4_8_3,,,I'll add them to my inventory next time we trade.,Ribbit
npc4_9,,,Dumeril sent me!,Ribbit
npc4_9_1,,,"He... wait... what!? I... Oh thank goodness! I didn't know if he was alive or not. I never saw him in the dream world, I just... assumed the worst.",Ribbit
npc4_9_2,,,"Please, you must tell me everything, what's happened?",Ribbit
npc4_9_3,,,Oh... oh gosh... Well that's... not great. I can't believe Drayto of all frogs is working for the RXRA... what do those slimy buggers want with Pond 7?,Ribbit
npc4_9_4,,,"There's a few places you could check, he used to use an old building to the south when he was working late nights, it's down past the climate research lab.",Ribbit
npc4_9_5,,,"There was also some old worksheds by the western dock, no one else really used them except for him though...",Ribbit
npc4_9_6,,,Either of those would be a good place to start I think.,Ribbit
npc4_10,"question 2, can I help? but finished",,Can I help you with anything?,Ribbit
npc4_10_1,,,"Oh, I think that's everything now actually! You've found all the caretaker keycards that I have marked as missing.",Ribbit
npc4_10_2,,,Now I can start prepping things here for when you bring everyone back from hibernation.,Ribbit
npc4_10_3,,,Thank you again for all of your help here!,Ribbit
npc4_11,"question 3, i found the seal",,I found the seal!,Ribbit
npc4_11_1,,,"Oh excellent, this was what the historian is after right?",Ribbit
npc4_11_2,,,I'm still not sure what these are used for... I've heard Dumeril mention them though but I can't quite recall the details.,Ribbit
npc4_11_3,,,I guess you'll be heading off for now to find the other ones? Be sure to pop by if you need anything else from me.,Ribbit
npc5_name,"posh, proper english, no contractions",,Dendro,Ribbit
npc5_tooltip,,,Oh hello Mudborne!,Ribbit
npc5_greeting1,"greeting, {{NAME}} is a merge field keep as written",,Greetings {{NAME}}!,Ribbit
npc5_greeting2,def. dialogue,,How can I be of assistance today?,Ribbit
npc5_action1,option 1,,,Ribbit
npc5_action2,option 2,,I have some questions,Ribbit
npc5_1_1,intro,,"Oh hello, {{NAME}} is it? I didn't realise she had sent a Mudborne!",Ribbit
npc5_1_2,,,"My name's Dendro, I was directing the rescue team here at Pond 7, but now that you are here you will be able to start getting everything back on track!",Ribbit
npc5_1_3,,,"Regrettably, when I came down here to meet with dear Hopert I must have triggered something - the stepping stones deactivated behind me as I hopped.",Ribbit
npc5_1_4,,,"I must apologise, it was very clumsy of me! I shall need your help to reactivate them.",Ribbit
npc5_1_5,,,"The reflection pool up there should lead to the correct mechanism, however it has an ancestry lock.",Ribbit
npc5_1_6,,,"I'm told ancestry locks do not just look at the frog's own genetic code, but look at previous generations' codes too!",Ribbit
npc5_1_7,,,"There is a lab near the workshop that was focused on ancestry research, the machines and notes inside should help you comprehend things.",Ribbit
npc5_1_8,,,"It is currently locked up tight, but as luck would have it I have a spare key right here!",Ribbit
npc5_1_9,,,Go and check through the lab and see what you can find out to help you open that pool.,Ribbit
npc5_2,question1,,What's your role in the team?,Ribbit
npc5_2_1,,,"My specialty is in language and history, I spend a lot of time investigating the ancient stone relics scattered about these old ponds.",Ribbit
npc5_2_2,,,"For instance, those stone pillars you have probably seen around, did you know they're much older than any of us? Even older than the Pondmothers in fact!",Ribbit
npc5_2_3,,,"Yet, if you decipher the frogham runes, they display genetic codes for frogs we only discovered rather recently.",Ribbit
npc5_2_4,,,"As a matter of fact, a lot of what you see around here was built by an ancient civilisation, sadly lost to... sorry look at me blithering away here!",Ribbit
npc5_2_5,,,My job here originally would have been to document the relics and writings and bring them back to the archives in Pond 3 so they're not lost entirely.,Ribbit
npc5_2_6,,,"However, now that you have arrived, I shall be assisting you with restoration as much as I can, and can guide you on the steps you need to take.",Ribbit
